id,data,command,desc,user
463456492,2023-07-06,/statn,commands,Олег
463456492,2023-07-06,korosten,sityname,Олег
463456492,2023-07-06,chervona voloka,sityname,Олег
463456492,2023-07-06,/statn,commands,Олег
463456492,2023-07-07,korosten,sityname,Олег
463456492,2023-07-08,korosten,sityname,Олег
463456492,2023-07-08,/statn,commands,Олег
463456492,2023-07-08,коростень,sityname,Олег
463456492,2023-07-09,korosten,sityname,Олег
463456492,2023-07-09,chervona voloka,sityname,Олег
463456492,2023-07-09,/statn,commands,Олег
488665115,2023-07-10,Коростень,sityname,Katyerok
463456492,2023-07-10,chervona voloka,sityname,Олег
463456492,2023-07-10,/statn,commands,Олег
463456492,2023-07-10,/statx,commands,Олег
911344789,2023-07-11,коростень,sityname,77367
463456492,2023-07-12,Коростень,sityname,Олег
463456492,2023-07-12,Коростень,sityname,Олег
911344789,2023-07-12,коростень,sityname,77367
463456492,2023-07-12,korosten,sityname,Олег
463456492,2023-07-12,/statx,commands,Олег
463456492,2023-07-12,/statn,commands,Олег
463456492,2023-07-13,Коростень,sityname,Олег
911344789,2023-07-13,коростень,sityname,77367
463456492,2023-07-13,korosten,sityname,Олег
463456492,2023-07-14,/save,commands,Олег
463456492,2023-07-15,/statn,commands,Олег
463456492,2023-07-15,/admin,commands,Олег
463456492,2023-07-15,/admin,commands,Олег
463456492,2023-07-15,/admin,commands,Олег
463456492,2023-07-15,/admin,commands,Олег
463456492,2023-07-15,/admin,commands,Олег
463456492,2023-07-15,/admin,commands,Олег
463456492,2023-07-15,/admin,commands,Олег
463456492,2023-07-15,/admin,commands,Олег
463456492,2023-07-15,/admin,commands,Олег
463456492,2023-07-15,korosten,sityname,Олег
463456492,2023-07-15,/statn,commands,Олег
463456492,2023-07-15,korosten,sityname,Олег
463456492,2023-07-15,київ,sityname,Олег
463456492,2023-07-15,червона волока,sityname,Олег
463456492,2023-07-15,мінськ,sityname,Олег
463456492,2023-07-15,запоріжжя,sityname,Олег
463456492,2023-07-15,london,sityname,Олег
463456492,2023-07-15,tokio,sityname,Олег
463456492,2023-07-15,tokio,sityname,Олег
463456492,2023-07-15,korosten,sityname,Олег
463456492,2023-07-15,korosten,sityname,Олег
463456492,2023-07-15,коростень,sityname,Олег
463456492,2023-07-15,коростень,sityname,Олег
463456492,2023-07-15,коростень,sityname,Олег
463456492,2023-07-15,коростень,sityname,Олег
463456492,2023-07-15,Коростень,sityname,Олег
463456492,2023-07-15,Коростень,sityname,Олег
463456492,2023-07-15,Коростень,sityname,Олег
463456492,2023-07-15,Коростень,sityname,Олег
463456492,2023-07-15,Коростень,sityname,Олег
463456492,2023-07-15,Коростень,sityname,Олег
463456492,2023-07-15,коростень,sityname,Олег
463456492,2023-07-15,коростень,sityname,Олег
463456492,2023-07-15,севастополь,sityname,Олег
463456492,2023-07-15,коростень,sityname,Олег
463456492,2023-07-15,коростень,sityname,Олег
463456492,2023-07-15,коростень,sityname,Олег
463456492,2023-07-15,коростень,sityname,Олег
463456492,2023-07-15,коростень,sityname,Олег
463456492,2023-07-16,коростень,sityname,Олег
463456492,2023-07-16,севастополь,sityname,Олег
463456492,2023-07-16,коростень,sityname,Олег
463456492,2023-07-16,коростень,sityname,Олег
463456492,2023-07-16,коростень,sityname,Олег
463456492,2023-07-16,Киев,sityname,Олег
463456492,2023-07-16,korosten,sityname,Олег
463456492,2023-07-16,korosten,sityname,Олег
463456492,2023-07-16,korosten,sityname,Олег
463456492,2023-07-16,korosten,sityname,Олег
463456492,2023-07-16,korosten,sityname,Олег
463456492,2023-07-16,korosten,sityname,Олег
463456492,2023-07-16,korosten,sityname,Олег
463456492,2023-07-16,korosten,sityname,Олег
463456492,2023-07-16,korosten,sityname,Олег
463456492,2023-07-16,Коростень,sityname,Олег
463456492,2023-07-16,Червона волока,sityname,Олег
463456492,2023-07-16,TB_TOKEN = '6061222370:AAHJcOI3EURQw1e7XzBYssrnz0XE_-Y7npE',sityname,Олег
463456492,2023-07-16,6203403161:AAGUkpGe3cQcxNT4CUzTWJKNGVB_pNUKEo4,sityname,Олег
463456492,2023-07-16,Коростень,sityname,Олег
463456492,2023-07-16,Коростень,sityname,Олег
463456492,2023-07-16,Коростень,sityname,Олег
463456492,2023-07-16,Коростень,sityname,Олег
463456492,2023-07-16,Севастополь,sityname,Олег
463456492,2023-07-16,Коростень,sityname,Олег
911344789,2023-07-16,коростень,sityname,77367
463456492,2023-07-16,Коростень,sityname,Олег
463456492,2023-07-16,Коростень,sityname,Олег
463456492,2023-07-16,/users,commands,Олег
463456492,2023-07-16,/users,commands,Олег
463456492,2023-07-16,/users,commands,Олег
463456492,2023-07-16,Коростень,sityname,Олег
463456492,2023-07-16,Коростень,sityname,Олег
463456492,2023-07-17,/start,commands,Олег
463456492,2023-07-17,/help,commands,Олег
463456492,2023-07-17,Червона волокп,sityname,Олег
463456492,2023-07-17,Червона волока,sityname,Олег
463456492,2023-07-17,users,sityname,Олег
463456492,2023-07-17,/users,commands,Олег
463456492,2023-07-17,Червона волока,sityname,Олег
238060283,2023-07-17,/start,commands,Alexander
238060283,2023-07-17,Minsk,sityname,Alexander
911344789,2023-07-17,Коростень,sityname,77367
463456492,2023-07-17,Коростень,sityname,Олег
463456492,2023-07-17,Коростень,sityname,Олег
911344789,2023-07-17,коростень,sityname,77367
911344789,2023-07-17,коростень,sityname,77367
5052062663,2023-07-17,/start,commands,Татьяна
5052062663,2023-07-17,Коростень,sityname,Татьяна
5052062663,2023-07-17,/start,commands,Татьяна
5052062663,2023-07-17,Коростень,sityname,Татьяна
5052062663,2023-07-17,/start,commands,Татьяна
5052062663,2023-07-17,Коростень,sityname,Татьяна
463456492,2023-07-17,korosten,sityname,Олег
463456492,2023-07-17,korosten,sityname,Олег
463456492,2023-07-18,chervona voloka,sityname,Олег
911344789,2023-07-18,коростень,sityname,77367
463456492,2023-07-18,червона волока,sityname,Олег
463456492,2023-07-18,червона волока,sityname,Олег
463456492,2023-07-18,stat,sityname,Олег
463456492,2023-07-18,/stat,commands,Олег
463456492,2023-07-18,/users,commands,Олег
591532800,2023-07-18,/start,commands,Kenta
591532800,2023-07-18,Санкт-Петербург,sityname,Kenta
911344789,2023-07-18,коростень,sityname,77367
463456492,2023-07-19,коростень,sityname,Олег
463456492,2023-07-19,червона волока,sityname,Олег
463456492,2023-07-19,червона волока,sityname,Олег
463456492,2023-07-19,rjhjcntym,sityname,Олег
463456492,2023-07-19,korosten,sityname,Олег
463456492,2023-07-19,Коростень,sityname,Олег
911344789,2023-07-19,коростень,sityname,77367
911344789,2023-07-19,/start,commands,77367
911344789,2023-07-19,коростень,sityname,77367
463456492,2023-07-20,chervona voloka,sityname,Олег
911344789,2023-07-20,Коростень,sityname,77367
911344789,2023-07-20,коростень,sityname,77367
463456492,2023-07-20,korosten,sityname,Олег
463456492,2023-07-20,/admin,commands,Олег
463456492,2023-07-20,/users,commands,Олег
911344789,2023-07-21,коростень,sityname,77367
463456492,2023-07-21,Коростень,sityname,Олег
463456492,2023-07-21,Коростень,sityname,Олег
5052062663,2023-07-21,Коростень,sityname,Татьяна
5052062663,2023-07-21,Коростень,sityname,Татьяна
5052062663,2023-07-21,Коростень,sityname,Татьяна
463456492,2023-07-21,Коростень,sityname,Олег
463456492,2023-07-21,/users,commands,Олег
463456492,2023-07-21,Коростень,sityname,Олег
463456492,2023-07-21,Коростень,sityname,Олег
911344789,2023-07-21,коростень,sityname,77367
463456492,2023-07-21,коростень,sityname,Олег
463456492,2023-07-22,Коростень,sityname,Олег
463456492,2023-07-22,/start,commands,Олег
463456492,2023-07-22,Коростень,sityname,Олег
463456492,2023-07-22,Коростень,sityname,Олег
463456492,2023-07-22,/users,commands,Олег
463456492,2023-07-22,korosten,sityname,Олег
463456492,2023-07-23,Коростень,sityname,Олег
463456492,2023-07-23,/users,commands,Олег
463456492,2023-07-23,Червона волока,sityname,Олег
463456492,2023-07-23,/users,commands,Олег
911344789,2023-07-23,коростень,sityname,77367
463456492,2023-07-23,Червона волока,sityname,Олег
463456492,2023-07-23,/users,commands,Олег
911344789,2023-07-24,коростень,sityname,77367
463456492,2023-07-24,/users,commands,Олег
5052062663,2023-07-24,Коростень,sityname,Татьяна
463456492,2023-07-24,korosten,sityname,Олег
463456492,2023-07-24,Червона волока,sityname,Олег
911344789,2023-07-25,коростень,sityname,77367
463456492,2023-07-25,червона волока,sityname,Олег
911344789,2023-07-25,червона волока,sityname,77367
463456492,2023-07-25,Червона волока,sityname,Олег
463456492,2023-07-25,/users,commands,Олег
911344789,2023-07-25,коростень,sityname,77367
463456492,2023-07-25,Червона волока,sityname,Олег
463456492,2023-07-25,Коростень,sityname,Олег
463456492,2023-07-25,/users,commands,Олег
463456492,2023-07-26,/users,commands,Олег
463456492,2023-07-26,Червона волока,sityname,Олег
463456492,2023-07-26,/users,commands,Олег
463456492,2023-07-26,Червона волока,sityname,Олег
997548566,2023-07-26,/start,commands,Константин
997548566,2023-07-26,Коростень,sityname,Константин
911344789,2023-07-26,коростень,sityname,77367
463456492,2023-07-26,korosten,sityname,Олег
463456492,2023-07-26,/users,commands,Олег
463456492,2023-07-26,Червона волока,sityname,Олег
463456492,2023-07-26,Коростень,sityname,Олег
463456492,2023-07-26,sebastopol,sityname,Олег
894976263,2023-07-26,/start,commands,Александра
894976263,2023-07-26,КОРОСТЕНЬ,sityname,Александра
911344789,2023-07-27,коростень,sityname,77367
463456492,2023-07-27,korosten,sityname,Олег
463456492,2023-07-27,korosten,sityname,Олег
463456492,2023-07-27,Коростень,sityname,Олег
463456492,2023-07-27,/users,commands,Олег
463456492,2023-07-28,/start,commands,Олег
463456492,2023-07-28,Коростень,sityname,Олег
463456492,2023-07-28,Червона волока,sityname,Олег
463456492,2023-07-28,/users,commands,Олег
463456492,2023-07-28,/users,commands,Олег
997548566,2023-07-28,Коростень,sityname,Константин
463456492,2023-07-28,/users,commands,Олег
463456492,2023-07-28,Коростень,sityname,Олег
463456492,2023-07-28,Червона волока,sityname,Олег
463456492,2023-07-29,Коростень,sityname,Олег
463456492,2023-07-29,Коростень,sityname,Олег
463456492,2023-07-29,/users,commands,Олег
463456492,2023-07-29,/users,commands,Олег
463456492,2023-07-29,Коростень,sityname,Олег
463456492,2023-07-29,/users,commands,Олег
463456492,2023-07-29,Коростень,sityname,Олег
463456492,2023-07-30,Коростень,sityname,Олег
463456492,2023-07-30,/users,commands,Олег
463456492,2023-07-30,Червона волока,sityname,Олег
463456492,2023-07-30,/users,commands,Олег
463456492,2023-07-30,/users,commands,Олег
911344789,2023-07-30,коростень,sityname,77367
463456492,2023-07-30,/users,commands,Олег
463456492,2023-07-30,/start,commands,Олег
911344789,2023-07-30,коростень,sityname,77367
911344789,2023-07-30,/start,commands,77367
911344789,2023-07-30,Коростень,sityname,77367
463456492,2023-07-30,Коростень,sityname,Олег
463456492,2023-07-30,Червона волока,sityname,Олег
463456492,2023-07-30,/users,commands,Олег
463456492,2023-07-30,/users,commands,Олег
911344789,2023-07-31,коростень,sityname,77367
463456492,2023-07-31,/users,commands,Олег
463456492,2023-07-31,Коростень,sityname,Олег
463456492,2023-07-31,/users,commands,Олег
463456492,2023-07-31,Червона волока,sityname,Олег
911344789,2023-07-31,коростень,sityname,77367
463456492,2023-07-31,Червона волока,sityname,Олег
463456492,2023-07-31,Коростень,sityname,Олег
463456492,2023-07-31,Червона волока,sityname,Олег
463456492,2023-07-31,Червона волока,sityname,Олег
463456492,2023-07-31,/statist,commands,Олег
463456492,2023-07-31,/users,commands,Олег
463456492,2023-07-31,Червона волока,sityname,Олег
463456492,2023-07-31,Коростень,sityname,Олег
463456492,2023-07-31,севастополь,sityname,Олег
463456492,2023-08-01,/users,commands,Олег
463456492,2023-08-01,Червона волока,sityname,Олег
911344789,2023-08-01,коростень,sityname,77367
911344789,2023-08-01,коростень,sityname,77367
463456492,2023-08-01,/users,commands,Олег
463456492,2023-08-01,Червона волока,sityname,Олег
463456492,2023-08-01,/users,commands,Олег
463456492,2023-08-01,Коростень,sityname,Олег
463456492,2023-08-01,Червона волока,sityname,Олег
463456492,2023-08-01,/start,commands,Олег
463456492,2023-08-01,севастополь,sityname,Олег
463456492,2023-08-02,/start,commands,Олег
463456492,2023-08-02,Коростень,sityname,Олег
463456492,2023-08-02,Червона волока,sityname,Олег
911344789,2023-08-02,коростень,sityname,77367
463456492,2023-08-02,/users,commands,Олег
463456492,2023-08-02,/users,commands,Олег
463456492,2023-08-02,Червона волока,sityname,Олег
463456492,2023-08-02,/users,commands,Олег
463456492,2023-08-02,Коростень,sityname,Олег
463456492,2023-08-02,/users,commands,Олег
463456492,2023-08-02,/users,commands,Олег
463456492,2023-08-02,Коростень,sityname,Олег
463456492,2023-08-02,Червона волока,sityname,Олег
463456492,2023-08-03,Червона волока,sityname,Олег
463456492,2023-08-03,/users,commands,Олег
463456492,2023-08-03,Коростень,sityname,Олег
463456492,2023-08-03,/users,commands,Олег
463456492,2023-08-03,/users,commands,Олег
463456492,2023-08-03,/users,commands,Олег
463456492,2023-08-03,Коростень,sityname,Олег
463456492,2023-08-04,Коростень,sityname,Олег
463456492,2023-08-04,/users,commands,Олег
463456492,2023-08-04,Коростень,sityname,Олег
463456492,2023-08-04,Коростень,sityname,Олег
911344789,2023-08-04,коростень,sityname,77367
463456492,2023-08-04,/users,commands,Олег
463456492,2023-08-05,/users,commands,Олег
463456492,2023-08-05,Коростень,sityname,Олег
463456492,2023-08-05,/users,commands,Олег
463456492,2023-08-05,Коростень,sityname,Олег
463456492,2023-08-05,/users,commands,Олег
463456492,2023-08-06,Коростень,sityname,Олег
463456492,2023-08-06,/users,commands,Олег
911344789,2023-08-06,коростень,sityname,77367
463456492,2023-08-06,Коростень,sityname,Олег
463456492,2023-08-06,/users,commands,Олег
463456492,2023-08-06,/users,commands,Олег
463456492,2023-08-06,/users,commands,Олег
911344789,2023-08-06,коростень,sityname,77367
911344789,2023-08-06,коростень,sityname,77367
463456492,2023-08-06,/users,commands,Олег
463456492,2023-08-06,Червона волока,sityname,Олег
463456492,2023-08-07,Червона волока,sityname,Олег
911344789,2023-08-07,коростень,sityname,77367
463456492,2023-08-07,Червона волока,sityname,Олег
463456492,2023-08-07,/users,commands,Олег
463456492,2023-08-07,Коростень,sityname,Олег
463456492,2023-08-07,Червона волока,sityname,Олег
463456492,2023-08-08,/users,commands,Олег
463456492,2023-08-08,Червона волока,sityname,Олег
911344789,2023-08-08,коростень,sityname,77367
463456492,2023-08-08,/users,commands,Олег
463456492,2023-08-08,Червона волока,sityname,Олег
463456492,2023-08-08,/users,commands,Олег
463456492,2023-08-09,/users,commands,Олег
463456492,2023-08-09,Червона волока,sityname,Олег
463456492,2023-08-09,/users,commands,Олег
463456492,2023-08-09,Червона волока,sityname,Олег
463456492,2023-08-09,/users,commands,Олег
911344789,2023-08-09,/start,commands,77367
911344789,2023-08-09,коростень,sityname,77367
463456492,2023-08-10,Коростень,sityname,Олег
463456492,2023-08-10,Червона волока,sityname,Олег
463456492,2023-08-10,/users,commands,Олег
463456492,2023-08-10,/users,commands,Олег
463456492,2023-08-10,Червона волока,sityname,Олег
911344789,2023-08-10,коростень,sityname,77367
699240535,2023-08-10,/start,commands,VoyDim
699240535,2023-08-10,Великий Новгород,sityname,VoyDim
463456492,2023-08-11,/users,commands,Олег
463456492,2023-08-11,Червона волока,sityname,Олег
463456492,2023-08-11,Коростень,sityname,Олег
463456492,2023-08-11,/users,commands,Олег
463456492,2023-08-12,/users,commands,Олег
463456492,2023-08-12,Коростень,sityname,Олег
463456492,2023-08-12,Коростень,sityname,Олег
463456492,2023-08-12,/users,commands,Олег
911344789,2023-08-12,коростень,sityname,77367
463456492,2023-08-12,/users,commands,Олег
463456492,2023-08-13,/start,commands,Олег
463456492,2023-08-13,Коростень,sityname,Олег
463456492,2023-08-13,Коростень,sityname,Олег
463456492,2023-08-13,/users,commands,Олег
463456492,2023-08-13,/users,commands,Олег
463456492,2023-08-13,Коростень,sityname,Олег
463456492,2023-08-13,Червона волока,sityname,Олег
463456492,2023-08-14,/users,commands,Олег
463456492,2023-08-14,Червона волока,sityname,Олег
